...1,player_id,tournament_id,season_id,totalRating,countRating,goals,assists,goalsAssistsSum,yellowCards,directRedCards,redCards,minutesPlayed,matchesStarted,scoringFrequency,yellowRedCards,substitutionsIn,substitutionsOut,id,type,appearances,rating,bigChancesCreated,bigChancesMissed,accuratePasses,inaccuratePasses,totalPasses,accuratePassesPercentage,accurateOwnHalfPasses,accurateOppositionHalfPasses,accurateFinalThirdPasses,keyPasses,successfulDribbles,successfulDribblesPercentage,tackles,interceptions,accurateCrosses,accurateCrossesPercentage,totalShots,shotsOnTarget,shotsOffTarget,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,totalDuelsWon,totalDuelsWonPercentage,goalConversionPercentage,penaltiesTaken,penaltyGoals,penaltyWon,penaltyConceded,shotFromSetPiece,freeKickGoal,goalsFromInsideTheBox,goalsFromOutsideTheBox,headedGoals,leftFootGoals,rightFootGoals,accurateLongBalls,accurateLongBallsPercentage,clearances,errorLeadToGoal,errorLeadToShot,dispossessed,wasFouled,fouls,hitWoodwork,ownGoals,dribbledPast,offsides,blockedShots,passToAssist,saves,cleanSheet,penaltyFaced,penaltySave,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,punches,runsOut,successfulRunsOut,highClaims,crossesNotClaimed,penaltyConversion,setPieceConversion,totalAttemptAssist,totalContest,totalCross,duelLost,aerialLost,attemptPenaltyMiss,attemptPenaltyPost,attemptPenaltyTarget,totalLongBalls,goalsConceded,savesCaught,savesParried,totalOwnHalfPasses,totalOppositionHalfPasses,possessionLost,possessionWonAttThird,totalChippedPasses,accurateChippedPasses,touches,tacklesWon,tacklesWonPercentage,totwAppearances,shotsFromInsideTheBox,shotsFromOutsideTheBox,team>name,team>nameCode,team>ranking,team>id
29,7,8,6559,0,0,0,5,5,5,0,0,1178,15,NA,0,6,12,347888,overall,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sevilla,SEV,NA,2833
30,7,8,11906,139.4,21,3,4,7,1,NA,0,864,10,288,0,NA,NA,105726,overall,21,6.6380952380952,1,0,252,105,357,70.58823529411801,77,191,115,18,13,38.235294117647,11,6,16,32,11,5,6,53,37.857142857143,6,33.333333333333,59,37.341772151899,27.272727272727,1,1,0,0,3,0,3,0,0,2,1,34,61.818181818182,1,0,0,31,29,13,2,0,24,2,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,100,0,18,34,50,99,12,0,0,0,55,10,0,0,100,307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Espanyol,ESP,NA,2814
36,7,8,10495,159.9,24,1,1,2,6,NA,0,1186,14,1186,0,NA,NA,100048,overall,24,6.6625,4,1,344,176,520,66.15384615384599,66,298,203,33,19,46.341463414634,18,13,20,26.666666666667,13,9,4,76,43.678160919540005,17,43.589743589744,93,43.661971830986005,7.6923076923077,0,0,0,1,2,0,1,0,0,0,1,22,50,5,0,0,33,39,22,0,0,22,4,3,1,0,0,0,0,0,0,14,2,0,0,0,0,0,0,0,32,41,75,120,22,0,0,0,44,16,0,0,88,507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sevilla,SEV,NA,2833
38,7,8,8578,0,0,3,4,7,5,0,0,1228,15,409.33333333333,0,4,9,375034,overall,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sevilla,SEV,NA,2833
468,293,8,6559,0,0,0,1,1,2,0,0,844,9,NA,0,9,6,347903,overall,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sevilla,SEV,NA,2833
492,301,8,11906,81.5,12,0,0,0,3,NA,0,773,8,NA,0,NA,NA,99590,overall,12,6.7916666666667,0,0,266,68,334,79.640718562874,163,104,26,1,5,83.333333333333,9,17,1,100,3,1,2,18,54.545454545455,35,59.322033898304994,53,57.608695652174,0,0,0,0,0,0,0,0,0,0,0,0,21,43.75,69,1,0,1,7,6,1,0,10,0,6,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,1,6,1,39,24,0,0,0,48,13,0,0,186,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Málaga,MAL,NA,2830
590,335,8,10495,106.8,16,2,1,3,0,NA,0,418,3,209,0,NA,NA,122579,overall,17,6.675,2,1,131,46,177,74.011299435028,33,98,61,7,0,0,4,2,0,0,4,2,2,12,40,20,45.454545454545,32,43.243243243243,50,0,0,0,0,0,0,2,0,0,0,2,0,0,4,0,0,8,8,3,0,0,1,6,1,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,7,6,1,42,24,0,0,0,2,4,0,0,35,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Málaga,MAL,NA,2830
596,335,8,6559,0,0,6,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,306202,overall,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Málaga,MAL,NA,2830
597,335,8,8578,0,0,3,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,318095,overall,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Málaga,MAL,NA,2830
974,518,8,6559,0,0,8,13,21,4,0,0,2470,28,308.75,0,8,15,306078,overall,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Barcelona,BAR,NA,2817
989,519,8,18020,64.7,10,0,0,0,5,NA,0,453,4,NA,0,NA,NA,145588,overall,10,6.47,0,0,89,46,135,65.925925925926,35,54,17,1,0,0,9,5,0,0,0,0,0,15,46.875,15,68.181818181818,30,55.555555555556005,0,0,0,0,0,0,0,0,0,0,0,0,3,21.428571428571,4,0,0,2,6,15,0,0,3,0,1,0,0,1,0,0,0,0,7,1,0,0,0,0,0,0,0,1,1,0,24,7,0,0,0,14,8,0,0,42,93,52,1,15,7,177,4,44.444444444443995,NA,NA,NA,Getafe,GET,NA,2859
992,519,8,13662,52.6,8,0,0,0,2,NA,0,482,6,NA,0,NA,NA,120208,overall,8,6.575,0,0,97,46,143,67.832167832168,34,64,27,1,1,100,11,8,1,33.333333333333,1,1,0,13,40.625,12,70.58823529411801,25,51.02040816326499,0,0,0,0,0,0,0,0,0,0,0,0,3,20,8,0,0,1,1,15,0,0,5,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,1,1,3,24,5,0,0,0,15,4,0,0,42,104,52,NA,14,NA,186,NA,NA,NA,NA,NA,Getafe,GET,NA,2859
1040,530,8,6559,0,0,0,0,0,4,0,0,659,7,NA,0,1,1,347920,overall,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Valencia,VAL,NA,2828
1443,708,8,6559,0,0,0,1,1,5,0,0,2024,23,NA,0,3,5,347945,overall,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Real Madrid,RMA,NA,2829
1557,750,8,6559,0,0,31,10,41,4,1,1,2537,30,81.838709677419,0,0,3,306185,overall,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Real Madrid,RMA,NA,2829
1565,750,8,10495,283,36,35,11,46,3,NA,0,3183,36,90.942857142857,0,NA,NA,100351,overall,36,7.8611111111111,13,27,850,220,1070,79.439252336449,177,682,389,52,51,55.434782608696,11,8,9,18.75,190,98,92,99,46.69811320754699,56,56.565656565656994,155,49.83922829582,18.421052631579,9,6,2,0,26,1,30,5,6,9,20,12,63.157894736842,15,0,0,44,38,22,8,0,12,50,3,1,0,11,0,0,0,0,29,2,0,0,0,0,0,66.666666666667,3.8461538461538,51,92,48,156,43,2,0,1,19,31,0,0,194,924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Real Madrid,RMA,NA,2829
1571,750,8,13662,213.3,27,26,5,31,1,NA,0,2292,27,88.15384615384599,0,NA,NA,105989,overall,27,7.9,8,22,597,135,732,81.55737704918,123,481,291,38,31,60.784313725489994,7,6,7,20.588235294118,140,77,63,56,44.8,34,53.968253968254,90,47.872340425531995,18.571428571429,4,3,1,0,15,0,26,0,5,7,14,13,59.090909090909,14,0,0,27,18,19,8,0,5,40,3,0,0,6,0,0,0,0,25,4,0,0,0,0,0,75,0,38,51,34,98,29,0,0,1,22,29,0,0,140,626,270,NA,9,NA,1174,NA,NA,11,NA,NA,Real Madrid,RMA,NA,2829
1578,750,8,8578,0,0,48,13,61,4,1,1,3099,35,64.5625,0,0,3,375157,overall,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Real Madrid,RMA,NA,2829
1580,750,8,11906,218.7,29,25,6,31,4,NA,0,2544,29,101.76,0,NA,NA,119987,overall,29,7.5413793103448,6,16,616,154,770,80,149,477,268,32,25,39.68253968254,6,8,10,28.571428571429,128,61,67,74,43.78698224852101,35,49.295774647887,109,45.416666666667005,19.53125,8,6,2,0,15,1,22,3,6,3,16,11,84.615384615385,15,0,0,39,45,18,2,0,7,34,3,1,0,6,0,0,0,0,23,6,0,0,0,0,0,75,6.6666666666667,31,63,35,131,36,0,0,2,13,29,0,0,173,632,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,Real Madrid,RMA,NA,2829
1677,770,8,8578,0,0,5,1,6,6,0,0,2384,26,476.8,0,1,0,375129,overall,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Barcelona,BAR,NA,2817
1682,770,8,18020,253.3,35,4,2,6,6,NA,0,3150,35,787.5,0,NA,NA,160302,overall,35,7.2371428571429,2,6,2184,206,2390,91.380753138075,1431,753,185,6,12,85.714285714286,42,36,0,0,17,10,7,73,61.344537815126,118,73.291925465839,191,68.214285714286,23.529411764706,0,0,1,0,0,0,4,0,3,1,0,149,65.065502183406,148,3,2,11,21,24,0,0,13,2,27,0,0,16,0,0,0,0,27,3,0,0,0,0,0,0,0,6,14,0,89,43,0,0,0,229,30,0,0,1518,872,241,4,140,88,2798,27,64.285714285714,6,NA,NA,Barcelona,BAR,NA,2817
1685,770,8,10495,213.4,30,2,1,3,12,NA,0,2592,30,1296,0,NA,NA,119381,overall,30,7.1133333333333,2,4,1830,193,2023,90.459713297084,1157,673,173,6,8,80,39,54,0,0,11,6,5,53,58.241758241758006,60,63.157894736842,113,60.752688172043,18.181818181818,0,0,0,0,0,0,2,0,1,1,0,128,60.663507109005,107,0,1,12,8,19,1,0,11,4,17,0,0,10,0,0,0,0,22,1,0,0,0,0,0,0,0,6,10,2,73,35,0,0,0,211,23,0,0,1242,783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Barcelona,BAR,NA,2817
1686,770,8,24127,249.3,35,1,0,1,15,0,0,3096,35,3096,0,NA,NA,182253,overall,35,7.1228571428571,0,4,2460,221,2681,91.756807161507,1529,931,232,5,6,75,32,36,0,0,14,7,7,55,55.555555555556005,129,70.879120879121,184,65.480427046263,7.1428571428571,0,0,0,2,1,0,1,0,0,1,0,151,67.111111111111,150,0,0,11,19,32,3,0,10,0,24,0,0,10,0,0,0,0,31,5,0,0,0,0,0,0,0,5,8,0,97,53,0,0,0,225,36,0,0,1618,1063,249,7,148,103,3060,23,71.875,3,13,1,Barcelona,BAR,NA,2817
1692,770,8,11906,181.6,25,2,0,2,6,NA,0,2192,25,1096,0,NA,NA,132102,overall,25,7.263999999999999,1,5,1566,171,1737,90.155440414508,946,620,175,3,10,83.333333333333,43,38,0,0,18,8,10,61,62.244897959184,55,67.901234567901,116,64.804469273743,11.111111111111,0,0,0,0,0,0,2,0,2,0,0,159,67.372881355932,104,0,0,5,8,22,1,0,13,3,16,0,0,7,0,0,0,0,20,4,0,0,0,0,0,0,0,3,12,0,63,26,0,0,0,236,24,0,0,995,742,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,Barcelona,BAR,NA,2817
1696,770,8,13662,215.2,30,2,0,2,9,NA,0,2633,29,1316.5,0,NA,NA,95987,overall,30,7.1733333333333,2,4,1657,196,1853,89.422558014031,1120,537,146,6,13,81.25,31,30,0,0,13,5,8,54,49.541284403670005,65,69.148936170213,119,58.62068965517201,15.384615384615,0,0,1,0,0,0,2,0,2,0,0,143,65.596330275229,124,0,0,11,11,23,3,0,20,3,27,0,0,14,0,0,0,0,19,4,0,0,0,0,0,0,0,6,16,2,84,29,0,0,0,218,23,0,0,1203,652,225,NA,78,NA,2176,NA,NA,4,NA,NA,Barcelona,BAR,NA,2817
1704,770,8,32501,56.5,8,0,0,0,2,0,0,692,8,0,0,NA,NA,580254,overall,8,7.0625,0,0,509,35,544,93.566176470588,350,159,28,1,2,100,9,15,0,0,3,0,3,14,77.777777777778,20,64.516129032258,34,69.387755102041,0,0,0,0,0,0,0,0,0,0,0,0,27,77.142857142857,25,0,0,1,3,4,0,0,1,1,1,0,0,2,0,0,0,0,8,1,0,0,0,0,0,0,0,1,2,0,15,11,0,0,0,35,9,0,0,367,177,41,0,24,12,623,6,66.666666666667,0,4,0,Barcelona,BAR,NA,2817
1706,770,8,6559,0,0,2,0,2,5,0,0,2311,26,1155.5,0,0,2,306075,overall,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Barcelona,BAR,NA,2817
1743,777,8,11906,116,17,4,1,5,1,NA,0,791,9,197.75,0,NA,NA,116759,overall,18,6.8235294117647,1,1,186,43,229,81.222707423581,69,117,62,11,8,53.333333333332995,8,1,0,0,16,10,6,31,44.927536231884005,4,16.666666666667,35,37.634408602151,25,0,0,0,0,0,0,3,1,0,4,0,14,77.777777777778,5,0,0,16,15,9,0,0,7,11,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,11,15,2,58,20,0,0,0,18,10,0,0,76,155,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,Celta Vigo,CEL,NA,2821
1749,777,8,10495,117.4,17,6,2,8,1,NA,0,1160,15,193.33333333333,0,NA,NA,107246,overall,17,6.905882352941201,3,7,242,64,306,79.084967320261,73,170,106,20,18,51.428571428571,8,9,1,33.333333333333,25,18,7,42,35.897435897436,8,30.769230769231,50,34.965034965035,24,1,1,0,0,1,1,3,3,0,6,0,13,76.470588235294,4,0,0,38,17,13,1,0,10,3,0,0,0,0,0,0,0,0,23,1,0,0,0,0,0,100,100,20,35,3,93,18,0,0,0,17,24,0,0,84,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Levante,LEV,NA,2849
2212,944,8,6559,0,0,3,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,306203,overall,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Málaga,MAL,NA,2830
2407,1068,8,6559,0,0,1,0,1,4,0,0,596,8,596,0,2,5,306320,overall,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Granada,GRA,NA,33779
2571,1150,8,8578,0,0,1,2,3,3,0,0,1332,16,1332,0,4,8,375172,overall,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Levante,LEV,NA,2849
2574,1150,8,6559,0,0,3,6,9,8,0,0,1697,20,565.66666666667,0,9,15,306282,overall,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Levante,LEV,NA,2849
2791,1221,8,10495,101.1,14,1,2,3,4,NA,0,1053,12,1053,0,NA,NA,118923,overall,14,7.221428571428599,2,0,647,117,764,84.685863874346,299,348,163,8,1,33.333333333333,27,33,0,0,7,2,5,45,56.962025316456,20,47.619047619048,65,53.71900826446299,14.285714285714,0,0,1,0,0,0,0,1,0,0,1,54,78.26086956521699,23,0,0,6,19,15,0,0,11,0,5,1,0,6,0,0,0,0,5,1,0,0,0,0,0,0,0,7,3,1,56,22,0,0,0,69,6,0,0,323,442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atlético Madrid,ATL,NA,2836
2796,1221,8,6559,0,0,2,1,3,7,0,0,1901,21,950.5,0,2,2,306243,overall,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atlético Madrid,ATL,NA,2836
2797,1221,8,11906,81.9,12,1,0,1,2,NA,0,448,5,448,0,NA,NA,99610,overall,12,6.825,0,0,286,44,330,86.666666666667,131,155,61,2,0,0,9,16,0,0,2,2,0,22,52.380952380952,5,55.555555555556005,27,52.941176470588,50,0,0,0,0,0,0,1,0,0,1,0,22,70.967741935484,8,1,0,2,14,13,0,0,5,0,5,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,24,4,0,0,0,31,3,0,0,137,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atlético Madrid,ATL,NA,2836
2800,1221,8,8578,0,0,5,4,9,5,0,0,2590,31,518,0,0,7,375251,overall,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atlético Madrid,ATL,NA,2836
2950,1344,8,6559,0,0,0,0,0,1,0,0,362,5,NA,0,0,2,347942,overall,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Levante,LEV,NA,2849
3207,1637,8,6559,0,0,0,0,0,10,0,0,2449,28,NA,0,3,9,348164,overall,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Real Valladolid,RVA,NA,2831
3253,1749,8,24127,238.6,34,8,3,11,4,0,0,2071,25,258.875,0,NA,NA,235523,overall,34,7.0176470588235,7,4,881,167,1048,84.06488549618301,244,662,453,61,56,68.292682926829,14,15,25,25.773195876289,23,14,9,98,59.756097560976,18,39.130434782609,116,55.238095238095,34.782608695652,3,2,0,0,5,0,8,0,0,0,8,33,63.461538461538,15,0,1,28,28,11,2,0,7,7,2,0,0,0,0,0,0,0,31,2,0,0,0,0,0,66.666666666667,0,61,82,97,94,28,0,0,1,52,33,0,0,280,865,334,13,70,44,1475,7,50,2,19,15,Real Betis,BET,NA,2816
3256,1749,8,18020,212.8,30,6,0,6,5,NA,0,1694,17,282.33333333332996,0,NA,NA,204085,overall,30,7.0933333333333,3,3,717,129,846,84.75177304964501,206,539,332,46,48,73.84615384615401,10,14,28,30.434782608695997,18,12,6,89,61.805555555556005,15,46.875,104,59.090909090909,33.333333333333,0,0,0,0,4,0,5,1,2,0,4,22,66.666666666667,30,0,1,27,32,8,1,0,4,2,2,1,0,1,0,0,0,0,14,7,0,0,0,0,0,0,0,45,65,92,72,17,0,0,0,33,21,0,0,234,704,281,5,51,28,1256,4,40,1,NA,NA,Real Betis,BET,NA,2816
