...1,player_id,tournament_id,season_id,totalRating,countRating,goals,assists,goalsAssistsSum,yellowCards,directRedCards,redCards,minutesPlayed,matchesStarted,scoringFrequency,yellowRedCards,substitutionsIn,substitutionsOut,id,type,appearances,rating,bigChancesCreated,bigChancesMissed,accuratePasses,inaccuratePasses,totalPasses,accuratePassesPercentage,accurateOwnHalfPasses,accurateOppositionHalfPasses,accurateFinalThirdPasses,keyPasses,successfulDribbles,successfulDribblesPercentage,tackles,interceptions,accurateCrosses,accurateCrossesPercentage,totalShots,shotsOnTarget,shotsOffTarget,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,totalDuelsWon,totalDuelsWonPercentage,goalConversionPercentage,penaltiesTaken,penaltyGoals,penaltyWon,penaltyConceded,shotFromSetPiece,freeKickGoal,goalsFromInsideTheBox,goalsFromOutsideTheBox,headedGoals,leftFootGoals,rightFootGoals,accurateLongBalls,accurateLongBallsPercentage,clearances,errorLeadToGoal,errorLeadToShot,dispossessed,wasFouled,fouls,hitWoodwork,ownGoals,dribbledPast,offsides,blockedShots,passToAssist,saves,cleanSheet,penaltyFaced,penaltySave,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,punches,runsOut,successfulRunsOut,highClaims,crossesNotClaimed,penaltyConversion,setPieceConversion,totalAttemptAssist,totalContest,totalCross,duelLost,aerialLost,attemptPenaltyMiss,attemptPenaltyPost,attemptPenaltyTarget,totalLongBalls,goalsConceded,savesCaught,savesParried,totalOwnHalfPasses,totalOppositionHalfPasses,possessionLost,possessionWonAttThird,totalChippedPasses,accurateChippedPasses,touches,tacklesWon,tacklesWonPercentage,totwAppearances,shotsFromInsideTheBox,shotsFromOutsideTheBox,team>name,team>nameCode,team>ranking,team>id
35310,35428,8,8578,0,0,6,6,12,3,0,0,1530,15,255,0,20,7,375151,overall,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Barcelona,BAR,NA,2817
35321,35428,8,6559,0,0,15,6,21,3,0,0,2354,28,156.93333333333,0,9,18,306077,overall,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Barcelona,BAR,NA,2817
36164,36135,8,8578,0,0,1,1,2,5,0,0,1906,21,1906,0,2,2,375365,overall,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Real Sociedad,SOC,NA,2824
36166,36135,8,6559,0,0,1,1,2,4,0,0,1465,16,1465,0,1,1,306142,overall,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Real Sociedad,SOC,NA,2824
36171,36135,8,10495,103.4,15,0,2,2,5,NA,0,1248,14,NA,0,NA,NA,104593,overall,15,6.893333333333301,1,0,437,133,570,76.666666666667,190,258,134,11,2,22.222222222222,35,38,11,20,3,0,3,51,59.30232558139499,20,62.5,71,60.169491525424,0,0,0,0,1,0,0,0,0,0,0,0,29,38.666666666667,42,0,0,3,15,20,1,0,6,2,2,0,0,6,0,0,0,0,15,1,0,0,0,0,0,0,0,11,9,55,47,12,0,0,0,75,16,0,0,230,395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Real Sociedad,SOC,NA,2824
36174,36135,8,13662,118.5,17,0,1,1,4,NA,0,1529,17,NA,0,NA,NA,101550,overall,17,6.9705882352941,0,0,680,141,821,82.825822168088,384,319,151,16,9,60,36,21,23,33.333333333333,5,1,4,61,58.095238095237995,26,60.46511627907,87,58.783783783784,0,0,0,0,0,0,0,0,0,0,0,0,39,45.348837209302,42,0,0,8,17,20,0,0,12,6,5,0,0,6,0,0,0,0,17,5,0,0,0,0,0,0,0,16,15,69,61,17,0,0,0,86,22,0,0,428,462,256,NA,56,NA,1293,NA,NA,NA,NA,NA,Real Sociedad,SOC,NA,2824
36823,36916,8,13662,159.7,24,0,2,2,5,NA,0,2027,23,NA,0,NA,NA,112600,overall,24,6.6541666666667,1,0,680,161,841,80.856123662307,373,313,124,9,24,60,46,42,6,15.384615384615,3,0,3,100,55.555555555556005,26,50,126,54.310344827586,0,0,0,0,0,0,0,0,0,0,0,0,22,34.375,51,0,1,25,30,17,0,0,23,4,7,0,0,2,0,0,0,0,35,5,0,0,0,0,0,0,0,9,40,39,106,26,0,0,0,64,40,0,0,428,452,325,NA,43,NA,1423,NA,NA,1,NA,NA,Las Palmas,LPA,NA,6577
36828,36916,8,10495,186.4,27,0,0,0,5,NA,0,2247,25,NA,0,NA,NA,132463,overall,27,6.9037037037037,2,0,904,196,1100,82.181818181818,474,436,142,11,47,69.11764705882399,57,86,6,20.689655172414,6,2,4,148,63.79310344827599,36,44.444444444443995,184,58.785942492013,0,0,0,0,0,0,0,0,0,0,0,0,46,43.396226415094006,59,0,1,18,44,25,0,0,23,0,6,0,0,5,0,0,0,0,34,1,0,0,0,0,0,0,0,11,68,29,129,45,0,0,0,106,35,0,0,544,585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Las Palmas,LPA,NA,6577
36829,36916,8,11906,183.5,27,0,1,1,2,NA,0,2109,25,NA,0,NA,NA,118811,overall,27,6.796296296296299,1,1,911,114,1025,88.878048780488,492,430,182,12,51,66.233766233766,57,40,11,34.375,7,3,4,143,62.995594713656,24,63.157894736842,167,63.018867924528,0,0,0,1,1,0,0,0,0,0,0,0,37,56.923076923077005,41,1,0,27,35,13,0,0,19,0,14,0,0,5,0,0,0,0,36,6,0,0,0,0,0,0,0,12,77,32,98,14,0,0,0,65,42,0,0,529,528,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,Las Palmas,LPA,NA,6577
37002,36981,8,6559,0,0,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,306098,overall,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rayo Vallecano,RAY,NA,2818
37009,36982,8,32501,53.3,8,0,0,0,4,0,1,710,8,0,1,NA,NA,570902,overall,8,6.6625,0,0,166,106,272,61.029411764706005,55,118,58,3,7,63.636363636364,21,10,7,22.580645161289997,2,1,1,43,47.252747252747,12,60,55,49.54954954955,0,0,0,0,0,0,0,0,0,0,0,0,31,40.789473684211,10,0,0,7,15,19,0,0,18,0,1,0,0,3,0,0,0,0,4,1,0,0,0,0,0,0,0,3,11,31,56,8,0,0,0,76,5,0,0,81,222,179,0,61,22,531,17,80.952380952381,0,1,2,Getafe,GET,NA,2859
37010,36982,8,13662,224,33,1,4,5,14,1,1,2878,33,2878,0,NA,NA,129977,overall,33,6.7878787878788,4,1,806,366,1172,68.77133105802,286,546,283,38,34,40.963855421687,86,46,26,27.368421052632,8,5,3,159,47.747747747748,23,41.818181818182,182,46.907216494845,12.5,0,0,0,1,2,1,0,1,0,0,1,104,41.767068273092,65,0,1,26,41,54,0,0,46,1,8,2,0,12,0,0,0,0,26,1,0,0,0,0,0,0,50,36,83,95,206,32,0,0,0,249,27,0,0,379,888,639,NA,122,NA,2170,NA,NA,NA,NA,NA,Getafe,GET,NA,2859
37012,36982,8,18020,247.7,36,0,3,3,12,NA,0,3240,36,NA,0,NA,NA,158042,overall,36,6.8805555555556,3,0,860,463,1323,65.003779289494,323,598,339,62,23,52.272727272727,96,46,61,32.446808510638,9,1,8,172,50.887573964497,33,44.594594594595,205,49.757281553398,0,0,0,0,0,4,0,0,0,0,0,0,143,40.395480225989,51,0,2,23,55,57,0,0,67,2,6,1,0,12,0,0,0,0,28,6,0,0,0,0,0,0,0,61,44,188,207,41,0,0,0,354,34,0,0,409,1102,765,20,328,155,2486,62,64.583333333333,NA,NA,NA,Getafe,GET,NA,2859
37014,36982,8,24127,206.4,30,1,4,5,15,1,1,2598,30,2598,0,NA,NA,239173,overall,30,6.88,6,0,678,366,1044,64.942528735632,175,538,300,33,24,61.538461538462,62,27,35,23.17880794702,13,5,8,129,54.661016949153,40,43.010752688172,169,51.367781155015,7.6923076923077,0,0,0,0,7,0,1,0,0,0,1,82,34.024896265559995,35,0,0,6,48,55,0,0,34,0,2,0,0,9,0,0,0,0,25,1,0,0,0,0,0,0,0,33,39,151,160,53,0,0,0,241,26,0,0,244,951,624,6,171,66,1916,32,51.612903225806,1,4,17,Getafe,GET,NA,2859
37017,36982,8,6559,0,0,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,306261,overall,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Elche CF,ELC,NA,2846
37020,36982,8,8578,0,0,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,318123,overall,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Elche CF,ELC,NA,2846
37021,36982,8,10495,206.2,31,0,3,3,7,1,1,2635,30,0,0,NA,NA,117710,overall,31,6.6516129032258,2,0,894,298,1192,75,357,559,292,33,16,39.024390243902005,64,60,22,36.666666666667,7,1,6,113,48.290598290598,14,46.666666666667005,127,48.106060606061,0,0,0,0,2,1,0,0,0,0,0,0,63,37.5,55,0,0,17,35,41,0,0,41,0,6,2,0,8,0,0,0,0,40,3,0,0,0,0,0,0,0,31,41,60,137,16,0,0,0,168,43,0,0,431,821,NA,NA,0,NA,2056,NA,NA,NA,NA,NA,Getafe,GET,NA,2859
37073,37006,8,6559,0,0,3,1,4,3,0,0,1102,13,367.33333333333,0,4,8,306171,overall,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Valencia,VAL,NA,2828
37318,37126,8,11906,145.8,21,6,4,10,4,NA,0,1204,12,200.66666666667,0,NA,NA,111214,overall,21,6.9428571428570995,4,6,303,117,420,72.142857142857,65,240,155,22,11,50,5,1,2,22.222222222222,45,22,23,31,33.333333333333,19,41.30434782608699,50,35.971223021583,13.333333333333002,1,0,0,0,3,0,3,3,0,0,6,11,47.826086956522,2,0,1,26,16,18,4,0,9,16,0,1,0,1,0,0,0,0,14,4,0,0,0,0,0,0,0,21,22,9,89,27,0,0,1,23,18,0,0,81,348,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,Sevilla,SEV,NA,2833
37436,37191,8,13662,168.7,25,3,3,6,3,NA,0,1338,15,446,0,NA,NA,108943,overall,25,6.747999999999999,3,4,254,131,385,65.974025974026,63,194,118,15,8,66.666666666667,7,2,3,21.428571428571,29,14,15,29,29.896907216495,33,40.740740740741,62,34.831460674157,10.344827586207,0,0,0,1,3,0,2,1,0,1,2,10,50,7,0,0,28,16,33,0,0,8,11,1,0,0,1,0,0,0,0,8,1,0,0,0,0,0,0,0,15,12,14,116,48,0,0,0,20,9,0,0,82,317,207,NA,29,NA,563,NA,NA,NA,NA,NA,Deportivo Alavés,ALA,NA,2885
37441,37191,8,11906,153.4,23,4,1,5,8,NA,0,1068,14,267,0,NA,NA,105501,overall,23,6.6695652173913,1,2,197,72,269,73.234200743494,72,125,84,14,2,28.571428571429,8,4,0,0,16,9,7,26,38.235294117647,13,32.5,39,36.111111111111,25,1,1,1,0,0,0,3,1,1,0,3,2,22.222222222222,7,0,0,13,17,28,0,0,3,13,2,1,0,0,0,0,0,0,19,3,0,0,0,0,0,100,0,13,7,3,69,27,0,0,0,9,22,0,0,77,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Celta Vigo,CEL,NA,2821
37443,37191,8,32501,19.6,3,0,0,0,0,0,0,52,0,0,0,NA,NA,573758,overall,3,6.5333333333333,0,1,11,4,15,73.333333333333,2,9,4,0,0,0,0,1,0,0,1,0,1,0,0,1,50,1,33.333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,3,0,0,2,15,7,0,0,0,20,0,0,0,1,0,Deportivo Alavés,ALA,NA,2885
37444,37191,8,10495,228.3,34,7,0,7,3,NA,0,1232,12,176,0,NA,NA,92246,overall,35,6.7147058823529004,2,7,218,83,301,72.42524916943499,25,194,108,16,8,40,10,2,1,16.666666666667,25,18,7,44,44.897959183673,14,26.415094339623,58,38.410596026490005,28,1,1,2,0,0,0,7,0,0,0,7,4,57.142857142857,4,0,0,18,27,26,2,0,3,9,1,0,0,0,0,0,0,0,14,3,0,0,0,0,0,100,0,16,20,6,93,39,0,0,0,7,17,0,0,38,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Celta Vigo,CEL,NA,2821
37446,37191,8,24127,26.3,4,0,0,0,0,0,0,99,1,0,0,NA,NA,265465,overall,5,6.575,0,0,20,12,32,62.5,3,17,13,1,3,75,2,0,0,0,1,0,1,6,66.666666666667,1,50,7,63.636363636364,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,4,0,4,1,0,0,0,2,2,0,0,4,28,16,1,5,1,46,1,50,NA,1,1,Deportivo Alavés,ALA,NA,2885
37452,37191,8,18020,126.6,19,2,1,3,2,NA,0,625,6,312.5,0,NA,NA,15892,overall,22,6.6631578947368,2,1,99,44,143,69.230769230769,26,76,41,9,1,25,4,1,3,30,9,5,4,9,28.125,16,41.025641025641,25,35.211267605634,22.222222222222,0,0,0,0,0,0,2,0,0,0,2,2,40,6,0,0,6,4,13,0,0,4,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,9,4,10,46,23,0,0,0,5,13,0,0,27,126,79,3,7,2,228,1,25,NA,NA,NA,Deportivo Alavés,ALA,NA,2885
37549,37240,8,6559,0,0,4,6,10,4,0,0,2061,22,515.25,0,10,8,306178,overall,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Valencia,VAL,NA,2828
37560,37240,8,10495,141,21,1,1,2,4,NA,0,1258,13,1258,0,NA,NA,13271,overall,21,6.7142857142857,5,2,319,145,464,68.75,114,226,126,26,12,32.432432432432,16,14,21,23.863636363635997,16,8,8,49,43.75,25,59.523809523809994,74,48.051948051948,6.25,0,0,1,0,0,0,1,0,0,0,1,13,31.707317073171,6,0,0,15,22,19,0,0,9,6,0,0,0,4,0,0,0,0,18,1,0,0,0,0,0,0,0,26,37,88,80,17,0,0,0,41,19,0,0,146,406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Valencia,VAL,NA,2828
37566,37240,8,8578,0,0,6,5,11,5,0,0,1931,20,321.83333333332996,0,13,13,375173,overall,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Valencia,VAL,NA,2828
37770,37318,8,24127,241.7,35,13,2,15,12,0,0,2780,33,213.84615384615,0,NA,NA,240937,overall,35,6.9057142857143,1,9,370,208,578,64.01384083045001,115,256,119,13,20,42.553191489362,31,8,1,16.666666666667,46,22,24,100,42.918454935622,164,46.857142857143,264,45.283018867924994,28.260869565217,2,2,1,0,0,0,13,0,3,8,1,2,50,29,0,0,34,60,67,2,0,22,16,4,0,0,3,0,0,0,0,42,11,0,0,0,0,0,100,0,13,47,6,319,186,0,0,0,4,53,0,0,140,444,368,11,16,6,1037,15,48.387096774194,2,47,9,RCD Mallorca,MAL,NA,2826
37775,37318,8,32501,20.5,3,1,0,1,1,0,0,190,2,190,0,NA,NA,600758,overall,3,6.8333333333333,0,1,31,16,47,65.957446808511,8,23,13,2,0,0,2,0,0,0,5,3,2,6,42.857142857143,14,51.851851851852,20,48.780487804878,20,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,3,4,3,0,0,1,3,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,2,2,0,21,13,0,0,0,0,4,0,0,9,38,28,3,3,2,77,1,50,0,6,1,Osasuna,OSA,NA,2820
37949,37377,8,13662,84.9,13,1,0,1,2,NA,0,731,8,731,0,NA,NA,107090,overall,13,6.5307692307692005,2,2,109,49,158,68.987341772152,31,78,40,4,5,41.666666666667,2,1,0,0,9,3,6,20,33.333333333333,23,36.507936507937,43,34.959349593496,11.111111111111,0,0,0,0,0,0,1,0,0,0,1,2,33.333333333333,11,0,0,20,14,12,1,0,5,8,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,4,12,1,80,40,0,0,0,6,12,0,0,40,119,101,NA,10,NA,258,NA,NA,NA,NA,NA,Málaga,MAL,NA,2830
39064,37839,8,10495,40.3,6,1,0,1,1,NA,0,191,2,191,0,NA,NA,128949,overall,6,6.7166666666667,0,0,32,23,55,58.181818181818,11,22,13,1,0,0,2,1,1,20,2,2,0,7,35,7,30.434782608695997,14,32.558139534884,50,0,0,0,0,0,0,1,0,0,0,1,1,16.666666666667,2,0,0,5,5,7,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,5,29,16,0,0,0,6,1,0,0,12,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Real Betis,BET,NA,2816
39518,38095,8,6559,0,0,0,0,0,0,0,0,478,5,NA,0,6,5,348154,overall,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Real Valladolid,RVA,NA,2831
39708,38172,8,24127,46.8,7,0,0,0,0,0,0,232,2,0,0,NA,NA,239583,overall,7,6.685714285714299,1,0,50,27,77,64.935064935065,9,41,32,2,0,0,6,1,0,0,4,1,3,12,60,15,39.473684210526,27,46.55172413793101,0,0,0,0,0,0,0,0,0,0,0,0,1,100,1,0,0,2,6,5,0,0,1,3,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,2,1,3,31,23,0,0,0,1,6,0,0,9,71,39,2,1,1,120,2,33.333333333333,NA,5,1,Granada,GRA,NA,33779
39709,38172,8,11906,96.8,14,4,1,5,4,NA,0,1131,13,282.75,0,NA,NA,117265,overall,14,6.9142857142857,1,0,218,95,313,69.648562300319,64,155,98,16,8,42.105263157895,8,3,1,50,15,12,3,34,36.170212765957,50,46.296296296296,84,41.584158415842,26.666666666667,0,0,0,0,0,0,4,0,3,0,1,11,100,14,0,0,23,19,20,1,0,10,16,0,0,0,0,0,0,0,0,24,2,0,0,0,0,0,0,0,16,19,2,118,58,0,0,0,11,26,0,0,70,245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Granada,GRA,NA,33779
40442,38642,8,24127,5.9,1,0,0,0,0,0,0,8,0,0,0,NA,NA,518305,overall,1,5.9,0,0,1,2,3,33.333333333333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,2,1,3,0,2,0,5,0,0,NA,0,0,RCD Mallorca,MAL,NA,2826
40593,38716,8,13662,185,27,2,3,5,2,NA,0,1361,15,680.5,0,NA,NA,118527,overall,27,6.851851851851901,6,0,647,156,803,80.572851805729,228,429,227,28,38,59.375,32,7,10,19.230769230769,14,12,2,87,48.333333333332995,6,21.428571428571,93,44.711538461538,14.285714285714,0,0,0,0,2,0,1,1,0,1,1,35,59.322033898304994,7,0,0,26,17,21,0,0,20,1,1,0,0,0,0,0,0,0,20,2,0,0,0,0,0,0,0,28,64,52,115,22,0,0,0,59,22,0,0,262,593,289,NA,43,NA,1109,NA,NA,NA,NA,NA,Real Betis,BET,NA,2816
40594,38716,8,18020,136.7,20,1,2,3,3,1,1,1265,14,1265,0,NA,NA,203842,overall,20,6.835,7,1,564,96,660,85.454545454545,162,418,237,27,20,71.42857142857099,22,8,16,22.535211267606,19,8,11,58,49.57264957265,12,26.666666666667,70,43.20987654321,5.2631578947368,0,0,0,1,1,0,1,0,0,1,0,31,83.783783783784,9,0,0,29,17,11,1,0,11,1,2,0,0,1,0,0,0,0,16,2,0,0,0,0,0,0,0,27,28,71,92,33,0,0,0,37,18,0,0,182,549,229,7,50,31,952,8,36.363636363636,1,NA,NA,Celta Vigo,CEL,NA,2821
40660,38764,8,11906,98.2,15,0,1,1,3,1,1,800,8,0,0,NA,NA,119925,overall,15,6.5466666666667,0,1,151,66,217,69.585253456221,44,107,48,4,5,50,8,3,0,0,13,6,7,21,35,29,38.157894736842,50,36.764705882353,0,0,0,0,0,0,0,0,0,0,0,0,1,50,7,0,0,17,9,13,0,0,7,3,1,0,0,0,0,0,0,0,23,2,0,0,0,0,0,0,0,4,10,4,86,47,0,0,0,2,25,0,0,56,165,NA,NA,0,NA,331,NA,NA,NA,NA,NA,Osasuna,OSA,NA,2820
41243,39066,8,6559,0,0,3,2,5,7,0,1,2781,33,927,1,2,13,306319,overall,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Granada,GRA,NA,33779
41268,39068,8,11906,37.6,6,0,0,0,3,NA,0,367,6,NA,0,NA,NA,108308,overall,6,6.2666666666666995,0,0,127,38,165,76.969696969697,55,72,32,0,5,62.5,9,4,0,0,2,1,1,21,52.5,9,64.285714285714,30,55.555555555556005,0,0,0,0,0,0,0,0,0,0,0,0,12,48,11,0,1,4,7,8,0,0,5,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,8,15,24,5,0,0,0,25,12,0,0,64,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Granada,GRA,NA,33779
41383,39182,8,6559,0,0,4,4,8,7,0,0,2414,28,603.5,0,3,10,306172,overall,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Valencia,VAL,NA,2828
